Номер;Описание изменения;Текущий статус изменения;Бизнес-решение;Дата регистрации ЗНИ;Плановая дата выхода из текущего статуса;Дата реализации на старте;Дата реализации с текущим статусом;Просрочка, дней
5500030996;"Доработать форму №18 ""Карточка учета орг";Согласование оценки Арх ИТ-реш;ZUP;15.10.2021;24.12.2021;14.05.2022;21.07.2022;68
5500030997;Развитие дашборда ЦТПФ;Отклонен;UPP_BM;15.10.2021;-;;;-
5500030999;Отображение обращений;В работе;PORTALSELF;15.10.2021;30.12.2021;18.06.2022;02.09.2022;76
5500031000;Вендинг: расширение функционала (настрой;В разработке ЧТЗ;SM_SO_SIZ;15.10.2021;30.12.2021;05.04.2022;20.06.2022;76
5500031001;1201 Доработка форм Ш-14.03.05-10;В разработке ЧТЗ;SAP_HR;15.10.2021;30.11.2021;12.04.2022;28.05.2022;46
5500031002;Доработка автоматической контрольной про;Проверка Координатором;SAPFIR;15.10.2021;21.10.2021;06.04.2022;10.04.2022;4
5500031003;Реализация связи заказов по закупке  МТР;В разработке ЧТЗ;OFERTA;15.10.2021;28.01.2022;30.03.2022;13.07.2022;105
5500031004;Обновление  SAP Lumira 2.4 patch 3;Согласование оценки Арх ИТ-реш;SAP_BASIS;15.10.2021;24.12.2021;13.06.2022;20.08.2022;68
5500031005;Разработка двусторонней интеграции систе;Согласование ИТ БП;EKR_CUE;15.10.2021;01.12.2021;01.04.2022;16.05.2022;45
5500031008;Тиражирование АС КЦПП на общества ООО «А;В разработке ЧТЗ;OFERTA;15.10.2021;31.12.2021;30.03.2022;15.06.2022;77
5500031009;Обновление  SAP Lumira 2.4 patch 3;В согласовании.Владелец шаблона;ARM_IMUSH;15.10.2021;19.10.2021;09.06.2022;11.06.2022;2
5500031010;Обновление  SAP Lumira 2.4 patch 3;Отклонен;KHD_BEF;15.10.2021;-;;;-
5500031011;Обновление  SAP Lumira 2.4 patch 3;Отклонен;AO_MTO;15.10.2021;-;;;-
5500031012;АС УИДО на платформе IPM. Доработка меха;Отклонен;SAIT_UIDO;18.10.2021;-;;;-
5500031013;Установка нот безопасности для ядер сист;В работе;SAP_BASIS;18.10.2021;12.03.2022;09.06.2022;01.11.2022;145
5500031014;Установка нот безопасности в системы SAP;Оценка объема работ;SAP_BASIS;18.10.2021;03.12.2021;21.06.2022;01.08.2022;41
5500031015;Установка нот безопасности в системы SAP;В работе;SAP_BASIS;18.10.2021;31.01.2022;09.06.2022;22.09.2022;105
5500031016;Разработать подсистему «Управление досту;Закрыт;SKIB;18.10.2021;-;;;-
5500031017;Вендинг: расширение функционала (настрой;В разработке ЧТЗ;KSHD;18.10.2021;20.12.2021;19.06.2022;21.08.2022;63
5500031018;830 Обновление конфигурации «1С:РМ Управ;Оценка объема работ;1CPM_UPRPR;19.10.2021;28.12.2021;нет БР в списке;нет БР в списке;-
5500031019;823 Разработка отчета по маржинальности;Согласование оценки Арх ИТ-реш;1CPM_UPRPR;19.10.2021;17.12.2021;нет БР в списке;нет БР в списке;-
5500031021;Расширить интеграцию с модулем TRM на 2;Согласование ЧТЗ Инициатором;KHD_BEF;18.10.2021;23.12.2021;19.04.2022;24.06.2022;66
5500031022;Разработать подсистемы «Управление досту;В работе;SKIB;18.10.2021;31.01.2022;03.03.2022;16.06.2022;105
5500031023;Использование СПП-элемента из Сводного к;Передача в работу;AO_MTO;18.10.2021;22.12.2021;04.05.2022;07.07.2022;64
5500031024;Расширение структуры транзакционных данн;В работе;KHD_BEF;18.10.2021;31.12.2021;07.04.2022;20.06.2022;74
5500031025;Актуализация форм типовых договоров пост;В работе;SBYT;19.10.2021;21.01.2022;08.03.2022;10.06.2022;94
5500031027;Обновление порядка исчисления налога на;Согласование оценки Арх ИТ-реш;SAPFIR;19.10.2021;28.12.2021;30.03.2022;06.06.2022;68
5500031028;Выгрузка отчёта 1С по ОСВ в КХД БЭФ;В разработке ЧТЗ;KSHD;20.10.2021;15.04.2022;21.06.2022;15.12.2022;177
5500031029;Выгрузка отчёта 1С по ОСВ в КХД БЭФ;Согласование ЧТЗ Архитектором;UPP_NS;20.10.2021;28.12.2021;23.02.2022;03.05.2022;69
5500031030;Выгрузка отчёта 1С по ОСВ в КХД БЭФ;Согласование ЧТЗ ВБР;UPP_AERO;20.10.2021;28.12.2021;02.04.2022;10.06.2022;69
5500031031;Выгрузка отчёта 1С по ОСВ в КХД БЭФ;Согласование ЧТЗ ДКЗ;KHD_BEF;19.10.2021;30.12.2021;20.04.2022;01.07.2022;72
5500031032;Интеграционное решение предназначено для;В разработке ЧТЗ;KSHD;19.10.2021;28.03.2022;20.06.2022;27.11.2022;160
5500031033;Доработка тр. ZINWM015 и MIGO поле МОЛ;В согласовании.Дополн. участник согласования;OFERTA;19.10.2021;22.10.2021;07.04.2022;08.04.2022;1
5500031034;Реализация дополнительной отчетности ЦТП;Отклонен; ;20.10.2021;-;;;-
5500031035;Реализация временной схемы запуска ЦТПФ;Отклонен; ;20.10.2021;-;;;-
5500031036;Реализация временной схемы запуска ЦТПФ;Отклонен; ;20.10.2021;-;;;-
5500031037;Реализация временной схемы запуска ЦТПФ;Отклонен;ASPB;20.10.2021;-;;;-
5500031038;Автоматизация 11 шага (ГПН-Снабжение) в;В разработке ЧТЗ;OFERTA;20.10.2021;31.12.2021;04.04.2022;15.06.2022;72
5500031040;Дополнительное поле «полнотная группа» в;В разработке ЧТЗ;OFERTA;20.10.2021;31.12.2021;04.04.2022;15.06.2022;72
5500031041;Выгрузка отчёта 1С по ОСВ в КХД БЭФ;Согласование ЧТЗ ВБР;UPP_MB;20.10.2021;28.12.2021;07.06.2022;15.08.2022;69
5500031042;Выгрузка отчёта 1С по ОСВ в КХД БЭФ;Согласование ЧТЗ ДКЗ;ERP_KFSCH;20.10.2021;30.12.2021;16.02.2022;28.04.2022;71
5500031043;Доработка и запуск ресурса «Конкуср детс;В разработке ЧТЗ;KONRS_DRIS;20.10.2021;03.11.2021;28.05.2022;11.06.2022;14
5500031044;Электронный документооборот смет (дополн;В ожидании акта от подрядчика;KSHD;20.10.2021;18.03.2022;28.05.2022;18.03.2022;-
5500031045;Интеграция между OIS+ и 1С НСИ Upstream;Согласование ЧТЗ ДКЗ;OIS_PLUS;20.10.2021;29.12.2021;29.09.2022;08.12.2022;70
5500031046;Доработка регламентных отчетов с учетом;В согласовании.Владелец шаблона;OIS_PRODUC;20.10.2021;25.10.2021;25.04.2022;28.04.2022;3
5500031047;Калькулятор запаса;В разработке ЧТЗ;AO_MTO;20.10.2021;11.02.2022;17.05.2022;08.09.2022;114
5500031048;Помощник определения ролей и действий дл;В разработке ЧТЗ;SEVBB;20.10.2021;28.01.2022;15.05.2022;23.08.2022;100
5500031049;Расширение организационного периметра пл;В разработке ЧТЗ;OFERTA;20.10.2021;31.12.2021;04.04.2022;15.06.2022;72
5500031050;Расширение реплики ИС СМБ на платформе К;В согласовании.Владелец шаблона;KLAD;20.10.2021;23.11.2021;22.05.2022;23.06.2022;32
5500031051;Использование дополнительного параметра;В разработке ЧТЗ;OFERTA;20.10.2021;31.12.2021;04.04.2022;15.06.2022;72
5500031052;Изменения по НУ Закон 305-ФЗ_Налог на пр;В согласовании.Дополн. участник согласования;SAPFIR;20.10.2021;25.10.2021;09.04.2022;12.04.2022;3
5500031053;Доработка транзакции ZINMM576 (массовая;Согласование ЧТЗ ДЗКСУ;OFERTA;20.10.2021;27.12.2021;04.04.2022;11.06.2022;68
5500031054;(ШУЗ) Автоматическое создание НЭД по АСП;Согласование ЧТЗ ДЗКСУ;AIS_UZ;20.10.2021;23.12.2021;03.01.2023;08.03.2023;64
5500031055;ШМТО) Автоматическое создание НЭД по ДМ;Согласование ЧТЗ ДЗКСУ;OFERTA;20.10.2021;28.12.2021;04.04.2022;12.06.2022;69
5500031056;Формирование пакета НЭД МХ1 и М7;В разработке ЧТЗ;OFERTA;20.10.2021;14.12.2021;04.04.2022;29.05.2022;55
5500031057;ШМТО) Автоматическое создание НЭД по вх.;Согласование ЧТЗ ДКЗ;OFERTA;20.10.2021;30.12.2021;04.04.2022;14.06.2022;71
5500031058;Разработка новой печатной формы ТФ Согла;В разработке ЧТЗ;SBYT;21.10.2021;15.01.2022;22.03.2022;16.06.2022;86
5500031059;Донастройка в SAP модуля по автоматическ;В разработке ЧТЗ;OFERTA;21.10.2021;31.12.2021;05.04.2022;15.06.2022;71
5500031060;Контроль отгрузки по договорам на услови;Проверка Координатором;SAPFIR;21.10.2021;28.10.2021;12.04.2022;17.04.2022;5
5500031061;Обеспечение передачи данных графику подх;В разработке ЧТЗ;ESON;21.10.2021;31.03.2022;22.06.2022;30.11.2022;161
5500031062;Расширение интеграции ЗУП/УПП;В согласовании.Менеджер процесса;UPP_MB;21.10.2021;27.10.2021;30.05.2022;03.06.2022;4
5500031063;Перенос счетчика регистрационного номера;В ожидании акта от подрядчика;SBYT;21.10.2021;29.03.2022;26.02.2022;29.03.2022;30
5500031064;Автоматизированный отчет из АС SAP по пр;В разработке ЧТЗ;OFERTA;21.10.2021;31.12.2021;05.04.2022;15.06.2022;71
5500031065;Применение признака срочности к выбранны;Согласование ИТ БП;OFERTA;21.10.2021;29.12.2021;29.03.2022;04.06.2022;67
5500031066;Доработка перемещения запасов под направ;В согласовании.Дополн. участник согласования;OFERTA;21.10.2021;25.10.2021;09.04.2022;11.04.2022;2
5500031067;Синхронизация справочника ТН ВЭД между К;В разработке ЧТЗ;KSU_NSI;21.10.2021;08.04.2022;29.06.2022;15.12.2022;169
5500031069;Расширение функции RUSI0 для больничных;Закрыт;SAP_HR;21.10.2021;-;;;-
5500031070;Сборный запрос по обращениям в СУИ ДРП;В работе;ASKHD;21.10.2021;30.12.2021;06.07.2022;14.09.2022;70
5500031071;Разработка документов точечного анализа;Согласование ЧТЗ ДЗКСУ;SKIB;21.10.2021;10.01.2022;18.03.2022;07.06.2022;81
